date,id_coord,plume,set,lat,lon,coord_x,coord_y,path,api_response
20230122,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230122_methane_mixing_ratio_id_4574,32.39375
20230220,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230220_methane_mixing_ratio_id_5654,36.06944444444444
20230404,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230404_methane_mixing_ratio_id_4574,32.39375
20230224,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230224_methane_mixing_ratio_id_4574,32.39375
20230117,id_2708,no,train,-47.48244370588013,-66.65117713550318,35,44,images/no_plume/20230117_methane_mixing_ratio_id_2708,16.913194444444443
20230404,id_7690,no,train,68.57011286291524,25.563059043798383,18,49,images/no_plume/20230404_methane_mixing_ratio_id_7690,21.437037037037037
20230210,id_7965,no,train,42.6641082540682,26.668792286864857,35,57,images/no_plume/20230210_methane_mixing_ratio_id_7965,26.70787037037037
20230306,id_3712,no,train,46.06129621421033,21.017896888453617,4,0,images/no_plume/20230306_methane_mixing_ratio_id_3712,30.86087962962963
20230225,id_1503,no,train,36.46280727449629,128.74837070040493,15,58,images/no_plume/20230225_methane_mixing_ratio_id_1503,38.734722222222224
20230302,id_0972,no,train,49.83645283891202,21.38353185501972,27,6,images/no_plume/20230302_methane_mixing_ratio_id_0972,28.693055555555556
20230219,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230219_methane_mixing_ratio_id_5510,50.46157407407407
20230327,id_0716,no,train,35.59942853033113,127.66461722296442,38,33,images/no_plume/20230327_methane_mixing_ratio_id_0716,38.12546296296296
20230228,id_0716,no,train,35.59942853033113,127.66461722296442,38,33,images/no_plume/20230228_methane_mixing_ratio_id_0716,38.12546296296296
20230206,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230206_methane_mixing_ratio_id_3773,34.53912037037037
20230405,id_4690,no,train,35.950275250953894,40.26765247205837,29,28,images/no_plume/20230405_methane_mixing_ratio_id_4690,34.22523148148148
20230103,id_2384,no,train,36.1369599093372,37.20390809466999,23,23,images/no_plume/20230103_methane_mixing_ratio_id_2384,32.42893518518518
20230224,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230224_methane_mixing_ratio_id_5654,36.06944444444444
20230331,id_1503,no,train,36.46280727449629,128.74837070040493,15,58,images/no_plume/20230331_methane_mixing_ratio_id_1503,38.734722222222224
20230213,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230213_methane_mixing_ratio_id_5654,36.06944444444444
20230319,id_0972,no,train,49.83645283891202,21.38353185501972,27,6,images/no_plume/20230319_methane_mixing_ratio_id_0972,28.693055555555556
20230402,id_2708,no,train,-47.48244370588013,-66.65117713550318,35,44,images/no_plume/20230402_methane_mixing_ratio_id_2708,16.913194444444443
20230111,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230111_methane_mixing_ratio_id_4574,32.39375
20230126,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230126_methane_mixing_ratio_id_4574,32.39375
20230123,id_4690,no,train,35.950275250953894,40.26765247205837,29,28,images/no_plume/20230123_methane_mixing_ratio_id_4690,34.22523148148148
20230330,id_6809,no,train,43.70969645296002,58.64321547488672,5,33,images/no_plume/20230330_methane_mixing_ratio_id_6809,38.66273148148148
20230304,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230304_methane_mixing_ratio_id_6707,43.044444444444444
20230119,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230119_methane_mixing_ratio_id_4574,32.39375
20230220,id_6762,no,train,-16.43811014246326,-59.83069949097241,6,52,images/no_plume/20230220_methane_mixing_ratio_id_6762,32.762962962962966
20230102,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230102_methane_mixing_ratio_id_5654,36.06944444444444
20230120,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230120_methane_mixing_ratio_id_5510,50.46157407407407
20230202,id_2708,no,train,-47.48244370588013,-66.65117713550318,35,44,images/no_plume/20230202_methane_mixing_ratio_id_2708,16.913194444444443
20230117,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230117_methane_mixing_ratio_id_5510,50.46157407407407
20230403,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230403_methane_mixing_ratio_id_6707,43.044444444444444
20230123,id_2384,no,train,36.1369599093372,37.20390809466999,23,23,images/no_plume/20230123_methane_mixing_ratio_id_2384,32.42893518518518
20230329,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230329_methane_mixing_ratio_id_5510,50.46157407407407
20230329,id_0859,no,train,56.1253970444469,81.72344919017297,44,11,images/no_plume/20230329_methane_mixing_ratio_id_0859,23.24074074074074
20230119,id_5045,no,train,31.92560596618789,35.398711340560354,12,56,images/no_plume/20230119_methane_mixing_ratio_id_5045,34.38217592592593
20230330,id_5929,no,train,46.00015382356453,27.30246239181501,6,5,images/no_plume/20230330_methane_mixing_ratio_id_5929,28.95462962962963
20230329,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230329_methane_mixing_ratio_id_3773,34.53912037037037
20230403,id_6658,no,train,30.96561893365617,34.5412825135459,39,36,images/no_plume/20230403_methane_mixing_ratio_id_6658,34.53449074074074
20230128,id_2708,no,train,-47.48244370588013,-66.65117713550318,35,44,images/no_plume/20230128_methane_mixing_ratio_id_2708,16.913194444444443
20230228,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230228_methane_mixing_ratio_id_5654,36.06944444444444
20230402,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230402_methane_mixing_ratio_id_3773,34.53912037037037
20230402,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230402_methane_mixing_ratio_id_5510,50.46157407407407
20230127,id_2384,no,train,36.1369599093372,37.20390809466999,23,23,images/no_plume/20230127_methane_mixing_ratio_id_2384,32.42893518518518
20230215,id_0859,no,train,56.1253970444469,81.72344919017297,44,11,images/no_plume/20230215_methane_mixing_ratio_id_0859,23.24074074074074
20230121,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230121_methane_mixing_ratio_id_6707,43.044444444444444
20230304,id_6658,no,train,30.96561893365617,34.5412825135459,39,36,images/no_plume/20230304_methane_mixing_ratio_id_6658,34.53449074074074
20230210,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230210_methane_mixing_ratio_id_6707,43.044444444444444
20230124,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230124_methane_mixing_ratio_id_5510,50.46157407407407
20230301,id_5315,no,train,57.66368037044235,27.116857130142645,2,1,images/no_plume/20230301_methane_mixing_ratio_id_5315,20.87523148148148
20230107,id_3712,no,train,46.06129621421033,21.017896888453617,4,0,images/no_plume/20230107_methane_mixing_ratio_id_3712,30.86087962962963
20230102,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230102_methane_mixing_ratio_id_4574,32.39375
20230118,id_4690,no,train,35.950275250953894,40.26765247205837,29,28,images/no_plume/20230118_methane_mixing_ratio_id_4690,34.22523148148148
20230113,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230113_methane_mixing_ratio_id_5510,50.46157407407407
20230327,id_9912,no,train,36.33946452629434,127.17663618722224,18,23,images/no_plume/20230327_methane_mixing_ratio_id_9912,49.84722222222222
20230209,id_2384,no,train,36.1369599093372,37.20390809466999,23,23,images/no_plume/20230209_methane_mixing_ratio_id_2384,32.42893518518518
20230123,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230123_methane_mixing_ratio_id_5510,50.46157407407407
20230201,id_2708,no,train,-47.48244370588013,-66.65117713550318,35,44,images/no_plume/20230201_methane_mixing_ratio_id_2708,16.913194444444443
20230105,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230105_methane_mixing_ratio_id_4574,32.39375
20230112,id_0716,no,train,35.59942853033113,127.66461722296442,38,33,images/no_plume/20230112_methane_mixing_ratio_id_0716,38.12546296296296
20230120,id_2384,no,train,36.1369599093372,37.20390809466999,23,23,images/no_plume/20230120_methane_mixing_ratio_id_2384,32.42893518518518
20230405,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230405_methane_mixing_ratio_id_5510,50.46157407407407
20230405,id_0859,no,train,56.1253970444469,81.72344919017297,44,11,images/no_plume/20230405_methane_mixing_ratio_id_0859,23.24074074074074
20230126,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230126_methane_mixing_ratio_id_6707,43.044444444444444
20230209,id_6609,no,train,47.75897911065884,27.801630064479102,21,15,images/no_plume/20230209_methane_mixing_ratio_id_6609,28.16550925925926
20230115,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230115_methane_mixing_ratio_id_6707,43.044444444444444
20230319,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230319_methane_mixing_ratio_id_5510,50.46157407407407
20230210,id_5929,no,train,46.00015382356453,27.30246239181501,6,5,images/no_plume/20230210_methane_mixing_ratio_id_5929,28.95462962962963
20230218,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230218_methane_mixing_ratio_id_4574,32.39375
20230313,id_9912,no,train,36.33946452629434,127.17663618722224,18,23,images/no_plume/20230313_methane_mixing_ratio_id_9912,49.84722222222222
20230305,id_2384,no,train,36.1369599093372,37.20390809466999,23,23,images/no_plume/20230305_methane_mixing_ratio_id_2384,32.42893518518518
20230226,id_4456,no,train,14.739501652267847,102.00649768282716,40,47,images/no_plume/20230226_methane_mixing_ratio_id_4456,37.01203703703704
20230127,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230127_methane_mixing_ratio_id_3773,34.53912037037037
20230102,id_7965,no,train,42.6641082540682,26.668792286864857,35,57,images/no_plume/20230102_methane_mixing_ratio_id_7965,26.70787037037037
20230222,id_2384,no,train,36.1369599093372,37.20390809466999,23,23,images/no_plume/20230222_methane_mixing_ratio_id_2384,32.42893518518518
20230121,id_0716,no,train,35.59942853033113,127.66461722296442,38,33,images/no_plume/20230121_methane_mixing_ratio_id_0716,38.12546296296296
20230301,id_4456,no,train,14.739501652267847,102.00649768282716,40,47,images/no_plume/20230301_methane_mixing_ratio_id_4456,37.01203703703704
20230404,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230404_methane_mixing_ratio_id_6707,43.044444444444444
20230110,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230110_methane_mixing_ratio_id_5510,50.46157407407407
20230119,id_6658,no,train,30.96561893365617,34.5412825135459,39,36,images/no_plume/20230119_methane_mixing_ratio_id_6658,34.53449074074074
20230118,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230118_methane_mixing_ratio_id_3773,34.53912037037037
20230204,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230204_methane_mixing_ratio_id_6707,43.044444444444444
20230130,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230130_methane_mixing_ratio_id_3773,34.53912037037037
20230307,id_5988,no,train,13.865543865050604,105.67689616454672,0,18,images/no_plume/20230307_methane_mixing_ratio_id_5988,24.469212962962963
20230126,id_5988,no,train,13.865543865050604,105.67689616454672,0,18,images/no_plume/20230126_methane_mixing_ratio_id_5988,24.469212962962963
20230223,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230223_methane_mixing_ratio_id_5654,36.06944444444444
20230201,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230201_methane_mixing_ratio_id_5510,50.46157407407407
20230201,id_0859,no,train,56.1253970444469,81.72344919017297,44,11,images/no_plume/20230201_methane_mixing_ratio_id_0859,23.24074074074074
20230131,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230131_methane_mixing_ratio_id_6707,43.044444444444444
20230330,id_7965,no,train,42.6641082540682,26.668792286864857,35,57,images/no_plume/20230330_methane_mixing_ratio_id_7965,26.70787037037037
20230106,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230106_methane_mixing_ratio_id_6707,43.044444444444444
20230313,id_0716,no,train,35.59942853033113,127.66461722296442,38,33,images/no_plume/20230313_methane_mixing_ratio_id_0716,38.12546296296296
20230304,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230304_methane_mixing_ratio_id_4574,32.39375
20230402,id_1503,no,train,36.46280727449629,128.74837070040493,15,58,images/no_plume/20230402_methane_mixing_ratio_id_1503,38.734722222222224
20230315,id_0859,no,train,56.1253970444469,81.72344919017297,44,11,images/no_plume/20230315_methane_mixing_ratio_id_0859,23.24074074074074
20230117,id_4690,no,train,35.950275250953894,40.26765247205837,29,28,images/no_plume/20230117_methane_mixing_ratio_id_4690,34.22523148148148
20230120,id_4690,no,train,35.950275250953894,40.26765247205837,29,28,images/no_plume/20230120_methane_mixing_ratio_id_4690,34.22523148148148
20230222,id_6912,no,train,31.72126854731165,54.21393370014327,17,62,images/no_plume/20230222_methane_mixing_ratio_id_6912,38.705787037037034
20230224,id_5988,no,train,13.865543865050604,105.67689616454672,0,18,images/no_plume/20230224_methane_mixing_ratio_id_5988,24.469212962962963
20230227,id_9912,no,train,36.33946452629434,127.17663618722224,18,23,images/no_plume/20230227_methane_mixing_ratio_id_9912,49.84722222222222
20230223,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230223_methane_mixing_ratio_id_3773,34.53912037037037
20230103,id_5045,no,train,31.92560596618789,35.398711340560354,12,56,images/no_plume/20230103_methane_mixing_ratio_id_5045,34.38217592592593
20230115,id_4456,no,train,14.739501652267847,102.00649768282716,40,47,images/no_plume/20230115_methane_mixing_ratio_id_4456,37.01203703703704
20230108,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230108_methane_mixing_ratio_id_6707,43.044444444444444
20230403,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230403_methane_mixing_ratio_id_5510,50.46157407407407
20230217,id_2384,no,train,36.1369599093372,37.20390809466999,23,23,images/no_plume/20230217_methane_mixing_ratio_id_2384,32.42893518518518
20230224,id_4456,no,train,14.739501652267847,102.00649768282716,40,47,images/no_plume/20230224_methane_mixing_ratio_id_4456,37.01203703703704
20230124,id_6658,no,train,30.96561893365617,34.5412825135459,39,36,images/no_plume/20230124_methane_mixing_ratio_id_6658,34.53449074074074
20230312,id_5988,no,train,13.865543865050604,105.67689616454672,0,18,images/no_plume/20230312_methane_mixing_ratio_id_5988,24.469212962962963
20230322,id_6809,no,train,43.70969645296002,58.64321547488672,5,33,images/no_plume/20230322_methane_mixing_ratio_id_6809,38.66273148148148
20230102,id_4690,no,train,35.950275250953894,40.26765247205837,29,28,images/no_plume/20230102_methane_mixing_ratio_id_4690,34.22523148148148
20230121,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230121_methane_mixing_ratio_id_3773,34.53912037037037
20230222,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230222_methane_mixing_ratio_id_6707,43.044444444444444
20230110,id_0716,no,train,35.59942853033113,127.66461722296442,38,33,images/no_plume/20230110_methane_mixing_ratio_id_0716,38.12546296296296
20230402,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230402_methane_mixing_ratio_id_6707,43.044444444444444
20230121,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230121_methane_mixing_ratio_id_5510,50.46157407407407
20230124,id_3130,no,train,37.67433590466184,-8.107373957519918,45,19,images/no_plume/20230124_methane_mixing_ratio_id_3130,25.96412037037037
20230319,id_0716,no,train,35.59942853033113,127.66461722296442,38,33,images/no_plume/20230319_methane_mixing_ratio_id_0716,38.12546296296296
20230328,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230328_methane_mixing_ratio_id_3773,34.53912037037037
20230126,id_4456,no,train,14.739501652267847,102.00649768282716,40,47,images/no_plume/20230126_methane_mixing_ratio_id_4456,37.01203703703704
20230208,id_0972,no,train,49.83645283891202,21.38353185501972,27,6,images/no_plume/20230208_methane_mixing_ratio_id_0972,28.693055555555556
20230224,id_4690,no,train,35.950275250953894,40.26765247205837,29,28,images/no_plume/20230224_methane_mixing_ratio_id_4690,34.22523148148148
20230317,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230317_methane_mixing_ratio_id_5510,50.46157407407407
20230209,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230209_methane_mixing_ratio_id_4574,32.39375
20230218,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230218_methane_mixing_ratio_id_5510,50.46157407407407
20230119,id_4456,no,train,14.739501652267847,102.00649768282716,40,47,images/no_plume/20230119_methane_mixing_ratio_id_4456,37.01203703703704
20230212,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230212_methane_mixing_ratio_id_5654,36.06944444444444
20230218,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230218_methane_mixing_ratio_id_3773,34.53912037037037
20230324,id_6609,no,train,47.75897911065884,27.801630064479102,21,15,images/no_plume/20230324_methane_mixing_ratio_id_6609,28.16550925925926
20230102,id_2384,no,train,36.1369599093372,37.20390809466999,23,23,images/no_plume/20230102_methane_mixing_ratio_id_2384,32.42893518518518
20230127,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230127_methane_mixing_ratio_id_4574,32.39375
20230227,id_6020,no,train,21.039986445818524,-77.8246937875003,57,54,images/no_plume/20230227_methane_mixing_ratio_id_6020,21.094212962962963
20230101,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230101_methane_mixing_ratio_id_5510,50.46157407407407
20230129,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230129_methane_mixing_ratio_id_3773,34.53912037037037
20230404,id_7171,no,train,29.972383885211848,-114.88366050236802,2,51,images/no_plume/20230404_methane_mixing_ratio_id_7171,34.9474537037037
20230401,id_5045,no,train,31.92560596618789,35.398711340560354,12,56,images/no_plume/20230401_methane_mixing_ratio_id_5045,34.38217592592593
20230301,id_5988,no,train,13.865543865050604,105.67689616454672,0,18,images/no_plume/20230301_methane_mixing_ratio_id_5988,24.469212962962963
20230115,id_4690,no,train,35.950275250953894,40.26765247205837,29,28,images/no_plume/20230115_methane_mixing_ratio_id_4690,34.22523148148148
20230105,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230105_methane_mixing_ratio_id_3773,34.53912037037037
20230228,id_2384,no,train,36.1369599093372,37.20390809466999,23,23,images/no_plume/20230228_methane_mixing_ratio_id_2384,32.42893518518518
20230103,id_5929,no,train,46.00015382356453,27.30246239181501,6,5,images/no_plume/20230103_methane_mixing_ratio_id_5929,28.95462962962963
20230331,id_9912,no,train,36.33946452629434,127.17663618722224,18,23,images/no_plume/20230331_methane_mixing_ratio_id_9912,49.84722222222222
20230111,id_4690,no,train,35.950275250953894,40.26765247205837,29,28,images/no_plume/20230111_methane_mixing_ratio_id_4690,34.22523148148148
20230123,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230123_methane_mixing_ratio_id_4574,32.39375
20230309,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230309_methane_mixing_ratio_id_6707,43.044444444444444
20230206,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230206_methane_mixing_ratio_id_6707,43.044444444444444
20230127,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230127_methane_mixing_ratio_id_5654,36.06944444444444
20230108,id_7965,no,train,42.6641082540682,26.668792286864857,35,57,images/no_plume/20230108_methane_mixing_ratio_id_7965,26.70787037037037
20230319,id_9912,no,train,36.33946452629434,127.17663618722224,18,23,images/no_plume/20230319_methane_mixing_ratio_id_9912,49.84722222222222
20230313,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230313_methane_mixing_ratio_id_3773,34.53912037037037
20230124,id_9195,no,train,39.18014282454465,-8.812055408238525,3,4,images/no_plume/20230124_methane_mixing_ratio_id_9195,25.984953703703702
20230110,id_9912,no,train,36.33946452629434,127.17663618722224,18,23,images/no_plume/20230110_methane_mixing_ratio_id_9912,49.84722222222222
20230302,id_5497,no,train,49.96219074293236,16.749235003723626,24,31,images/no_plume/20230302_methane_mixing_ratio_id_5497,28.721296296296295
20230306,id_7965,no,train,42.6641082540682,26.668792286864857,35,57,images/no_plume/20230306_methane_mixing_ratio_id_7965,26.70787037037037
20230329,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230329_methane_mixing_ratio_id_5654,36.06944444444444
20230101,id_2384,no,train,36.1369599093372,37.20390809466999,23,23,images/no_plume/20230101_methane_mixing_ratio_id_2384,32.42893518518518
20230130,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230130_methane_mixing_ratio_id_6707,43.044444444444444
20230314,id_0859,no,train,56.1253970444469,81.72344919017297,44,11,images/no_plume/20230314_methane_mixing_ratio_id_0859,23.24074074074074
20230118,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230118_methane_mixing_ratio_id_6707,43.044444444444444
20230305,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230305_methane_mixing_ratio_id_4574,32.39375
20230319,id_7965,no,train,42.6641082540682,26.668792286864857,35,57,images/no_plume/20230319_methane_mixing_ratio_id_7965,26.70787037037037
20230102,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230102_methane_mixing_ratio_id_3773,34.53912037037037
20230402,id_5045,no,train,31.92560596618789,35.398711340560354,12,56,images/no_plume/20230402_methane_mixing_ratio_id_5045,34.38217592592593
20230307,id_2708,no,train,-47.48244370588013,-66.65117713550318,35,44,images/no_plume/20230307_methane_mixing_ratio_id_2708,16.913194444444443
20230112,id_1503,no,train,36.46280727449629,128.74837070040493,15,58,images/no_plume/20230112_methane_mixing_ratio_id_1503,38.734722222222224
20230218,id_2384,no,train,36.1369599093372,37.20390809466999,23,23,images/no_plume/20230218_methane_mixing_ratio_id_2384,32.42893518518518
20230120,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230120_methane_mixing_ratio_id_5654,36.06944444444444
20230119,id_6609,no,train,47.75897911065884,27.801630064479102,21,15,images/no_plume/20230119_methane_mixing_ratio_id_6609,28.16550925925926
20230402,id_9912,no,train,36.33946452629434,127.17663618722224,18,23,images/no_plume/20230402_methane_mixing_ratio_id_9912,49.84722222222222
20230120,id_4574,no,train,36.5965196224425,38.32140523312823,11,48,images/no_plume/20230120_methane_mixing_ratio_id_4574,32.39375
20230124,id_5654,no,train,35.44098753087148,41.28402600913846,42,51,images/no_plume/20230124_methane_mixing_ratio_id_5654,36.06944444444444
20230118,id_6658,no,train,30.96561893365617,34.5412825135459,39,36,images/no_plume/20230118_methane_mixing_ratio_id_6658,34.53449074074074
20230121,id_1503,no,train,36.46280727449629,128.74837070040493,15,58,images/no_plume/20230121_methane_mixing_ratio_id_1503,38.734722222222224
20230119,id_5510,no,train,32.7138538991573,44.60939823147924,55,54,images/no_plume/20230119_methane_mixing_ratio_id_5510,50.46157407407407
20230102,id_6609,no,train,47.75897911065884,27.801630064479102,21,15,images/no_plume/20230102_methane_mixing_ratio_id_6609,28.16550925925926
20230120,id_5045,no,train,31.92560596618789,35.398711340560354,12,56,images/no_plume/20230120_methane_mixing_ratio_id_5045,34.38217592592593
20230227,id_1503,no,train,36.46280727449629,128.74837070040493,15,58,images/no_plume/20230227_methane_mixing_ratio_id_1503,38.734722222222224
20230214,id_4690,no,train,35.950275250953894,40.26765247205837,29,28,images/no_plume/20230214_methane_mixing_ratio_id_4690,34.22523148148148
20230228,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230228_methane_mixing_ratio_id_3773,34.53912037037037
20230220,id_0859,no,train,56.1253970444469,81.72344919017297,44,11,images/no_plume/20230220_methane_mixing_ratio_id_0859,23.24074074074074
20230123,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230123_methane_mixing_ratio_id_6707,43.044444444444444
20230114,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230114_methane_mixing_ratio_id_6707,43.044444444444444
20230121,id_4456,no,train,14.739501652267847,102.00649768282716,40,47,images/no_plume/20230121_methane_mixing_ratio_id_4456,37.01203703703704
20230101,id_6912,no,train,31.72126854731165,54.21393370014327,17,62,images/no_plume/20230101_methane_mixing_ratio_id_6912,38.705787037037034
20230116,id_4456,no,train,14.739501652267847,102.00649768282716,40,47,images/no_plume/20230116_methane_mixing_ratio_id_4456,37.01203703703704
20230227,id_4456,no,train,14.739501652267847,102.00649768282716,40,47,images/no_plume/20230227_methane_mixing_ratio_id_4456,37.01203703703704
20230317,id_6912,no,train,31.72126854731165,54.21393370014327,17,62,images/no_plume/20230317_methane_mixing_ratio_id_6912,38.705787037037034
20230214,id_2384,no,train,36.1369599093372,37.20390809466999,23,23,images/no_plume/20230214_methane_mixing_ratio_id_2384,32.42893518518518
20230327,id_0041,no,train,18.102717257541617,-76.70289303628479,11,18,images/no_plume/20230327_methane_mixing_ratio_id_0041,28.178935185185185
20230405,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230405_methane_mixing_ratio_id_6707,43.044444444444444
20230221,id_6707,no,train,29.63195068895669,35.95237853632395,11,7,images/no_plume/20230221_methane_mixing_ratio_id_6707,43.044444444444444
20230223,id_4456,no,train,14.739501652267847,102.00649768282716,40,47,images/no_plume/20230223_methane_mixing_ratio_id_4456,37.01203703703704
20230228,id_2708,no,train,-47.48244370588013,-66.65117713550318,35,44,images/no_plume/20230228_methane_mixing_ratio_id_2708,16.913194444444443
20230122,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230122_methane_mixing_ratio_id_3773,34.53912037037037
20230101,id_4690,no,train,35.950275250953894,40.26765247205837,29,28,images/no_plume/20230101_methane_mixing_ratio_id_4690,34.22523148148148
20230107,id_7965,no,train,42.6641082540682,26.668792286864857,35,57,images/no_plume/20230107_methane_mixing_ratio_id_7965,26.70787037037037
20230404,id_4948,no,train,17.913044288467095,-89.07959266582097,16,8,images/no_plume/20230404_methane_mixing_ratio_id_4948,20.386111111111113
20230404,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230404_methane_mixing_ratio_id_3773,34.53912037037037
20230224,id_3773,no,train,33.990811856834604,39.64186600870411,19,14,images/no_plume/20230224_methane_mixing_ratio_id_3773,34.53912037037037
20230405,id_6658,no,train,30.96561893365617,34.5412825135459,39,36,images/no_plume/20230405_methane_mixing_ratio_id_6658,34.53449074074074
20230208,id_6609,no,train,47.75897911065884,27.801630064479102,21,15,images/no_plume/20230208_methane_mixing_ratio_id_6609,28.16550925925926
20230302,id_6658,no,train,30.96561893365617,34.5412825135459,39,36,images/no_plume/20230302_methane_mixing_ratio_id_6658,34.53449074074074
20230218,id_4690,no,train,35.950275250953894,40.26765247205837,29,28,images/no_plume/20230218_methane_mixing_ratio_id_4690,34.22523148148148
20230213,id_2519,no,train,49.96380096835027,6.016937867735692,23,10,images/no_plume/20230213_methane_mixing_ratio_id_2519,23.8375
